Name
VERIZON VIRGINIA 1989 8 3/8% 01/10/29 P10/99 - RED. YIELD
VERIZON MARYLAND 1989 8% 15/10/29 P10/96 - RED. YIELD
THE P&G.CO. 1989 8% 26/10/29 P10/96 - RED. YIELD
VERIZON NEW ENGLAND 1989 7 7/8% 15/11/29 P11/96 - RED. YIELD
VERIZON NJ.INCO. 1989 7.85% 15/11/29 P11/99 - RED. YIELD
UNITED PARCEL SER 1989 8 3/8% 01/04/20 S - RED. YIELD
ROHM & HAAS COMPANY 1990 9.8% 15/04/20 S - RED. YIELD
TARGET CORPORATION 1990 9.35% 16/06/20 E - RED. YIELD
TARGET CORPORATION 1990 9 7/8% 01/07/20 S - RED. YIELD
P&G.PROFIT SHARING 1990 9.36% 01/01/21 A - RED. YIELD
VERIZON PENN.LLC 1990 8.35% 15/12/30 P12/02 - RED. YIELD
UNITED TECHNOLOGIES 1991 8 3/4% 01/03/21 S - RED. YIELD
CATERPILLAR INCO 1991 9 3/8% 15/03/21 S - RED. YIELD
DOW CHEMICAL CO 1991 9% 01/04/21 S - RED. YIELD
TARGET CORPORATION 1991 9.7% 15/06/21 S - RED. YIELD
VERIZON MARYLAND 1991 8.3% 01/08/31 P08/96 - RED. YIELD
THE BOEING COMPANY 1991 8 3/4% 15/08/21 S - RED. YIELD
MOBIL CORPORATION 1991 8 5/8% 15/08/21 S - RED. YIELD
ABC INCORPORATED 1991 8 3/4% 15/08/21 S - RED. YIELD
VERIZON PENN.LLC 1991 8 3/4% 15/08/31 S - RED. YIELD
TEXACO CAP.INCO. 1991 8 7/8% 01/09/21 S - RED. YIELD
THE BOEING COMPANY 1991 8 3/4% 15/09/31 S - RED. YIELD
DOW CHEMICAL CO 1991 8.85% 15/09/21 S - RED. YIELD
DUKE ENERGY PRG.LLC 1991 8 5/8% 15/09/21 S - RED. YIELD
TARGET CORPORATION 1991 9% 01/10/21 S - RED. YIELD
BURLINGTON RES.LLC 1991 9 1/8% 01/10/21 S - RED. YIELD
PHARMACIA LLC 1991 8.7% 15/10/21 S - RED. YIELD
VERIZON COMMS INCO 1991 8 3/4% 01/11/21 S - RED. YIELD
THE BOEING COMPANY 1991 8 5/8% 15/11/31 S - RED. YIELD
TEXACO CAP.INCO. 1991 8 5/8% 15/11/31 S - RED. YIELD
FRONTIER SOUTHWEST 1991 8 1/2% 15/11/31 S - RED. YIELD
FORD MOTOR COMPANY 1992 8 7/8% 15/01/22 S - RED. YIELD
MICHIGAN BE.TEL.CO. 1992 7.85% 15/01/22 S - RED. YIELD
EL PASO NTRL.GAS 1992 8 5/8% 15/01/22 S - RED. YIELD
VERIZON VIRGINIA 1992 7 7/8% 15/01/22 S - RED. YIELD
LOCKHEED MARTIN 1992 9 1/8% 01/02/22 S - RED. YIELD
COCA-COLA RFRS USA 1992 8 1/2% 01/02/22 S - RED. YIELD
FORD MOTOR COMPANY 1992 9.95% 15/02/32 P02/95 - RED. YIELD
TARGET CORPORATION 1992 8 7/8% 01/04/22 S - RED. YIELD
TEXACO CAP.INCO. 1992 8 5/8% 01/04/32 S - RED. YIELD
COMCAST CAB COMMS 1992 10 1/8% 15/04/22 S - RED. YIELD
TARGET CORPORATION 1992 8.8% 15/05/22 S - RED. YIELD
VERIZON NJ.INCO. 1992 8% 01/06/22 S - RED. YIELD
DOW CAPITAL PLC 1992 8.64% 01/06/22 G - RED. YIELD
COMCAST CAB COMMS 1992 9 7/8% 15/06/22 S - RED. YIELD
LOCKHEED MARTIN 1992 9% 15/01/22 S - RED. YIELD
TEXACO CAP.INCO. 1992 8% 01/08/32 S - RED. YIELD
THE BOEING COMPANY 1992 7.95% 15/08/24 P08/12 - RED. YIELD
COCA-COLA RFRS USA 1992 8% 15/09/22 S - RED. YIELD
OCCIDENT PTL CORP 1993 8 3/4% 15/01/23 S - RED. YIELD
LOCKHEED MARTIN 1993 8 3/8% 15/01/23 S - RED. YIELD
HISTORIC TW INCO. 1993 9.15% 01/02/23 S - RED. YIELD
CATERPILLAR INCO 1993 8% 15/02/23 S - RED. YIELD
WYETH LLC 1993 7 1/4% 01/03/23 S - RED. YIELD
DOW CHEMICAL CO 1993 7 3/8% 01/03/23 S - RED. YIELD
PACIFIC BE.TEL.CO. 1993 7 1/8% 15/03/26 S - RED. YIELD
UNION CARBIDE CORP. 1993 7 7/8% 01/04/23 S - RED. YIELD
THE BOEING COMPANY 1993 7 7/8% 15/04/43 S - RED. YIELD
BRISTOL-MR.SQUIBB 1993 7.15% 15/06/23 S - RED. YIELD
FORD MOTOR COMPANY 1993 7 3/4% 15/06/43 S - RED. YIELD
THE BOEING COMPANY 1993 7 1/4% 15/06/25 S - RED. YIELD
TWDC ENTERPRISES 18 1993 7.55% 15/07/93 S - RED. YIELD
THE COCA-COLA CO 1993 7 3/8% 29/07/93 S - RED. YIELD
COCA-COLA RFRS USA 1993 6 3/4% 15/09/23 S - RED. YIELD
DOW CHEMICAL CO 1993 7 3/4% 15/09/20 S - RED. YIELD
LOCKHEED MARTIN 1993 7% 15/09/23 S - RED. YIELD
WALMART INCO. 1993 6 3/4% 15/10/23 S - RED. YIELD
THE BOEING COMPANY 1993 6 7/8% 15/10/43 S - RED. YIELD
TIME WARN.CAB.ENTS. 1993 8 3/8% 15/03/23 S - RED. YIELD
JOHNSON & JOHNSON 1993 6.73% 15/11/23 S - RED. YIELD
THE LNA.LD.&.EXP. 1993 7.65% 01/12/23 S - RED. YIELD
TIME WARN.CAB.ENTS. 1994 8 3/8% 15/07/33 B - RED. YIELD
THE BOEING COMPANY 1994 7 1/2% 15/08/42 S - RED. YIELD
LOCKHEED MARTIN 1994 8 3/8% 15/06/24 S - RED. YIELD
THE P&G.CO. 1994 8% 01/09/24 P09/14 - RED. YIELD
ANADARKO PTL CORP 1995 7 1/4% 15/03/25 P03/00 - RED. YIELD
BURLINGTON RES.LLC 1995 8.2% 15/03/25 S - RED. YIELD
COLGATE-PALMOLIVE 1995 7.6% 19/05/25 B - RED. YIELD
UNION CARBIDE CORP. 1995 6.79% 01/06/25 P06/05 - RED. YIELD
UNION CARBIDE CORP. 1995 7 1/2% 01/06/25 S - RED. YIELD
LOCKHEED MARTIN 1995 7 5/8% 15/06/25 S - RED. YIELD
ELI LILLY AND CO. 1995 7 1/8% 01/06/25 S - RED. YIELD
DUKE EN.OHIO INCO. 1995 6.9% 01/06/25 P06/05 - RED. YIELD
GENERAL ELEC CO 1995 7 1/2% 21/08/35 S - RED. YIELD
PDMNT NATGS COIC 1995 7.4% 03/10/25 B - RED. YIELD
BELLSOUTH TELECOM. 1995 7% 01/10/25 S - RED. YIELD
BELLSOUTH TELECOM. 1995 7% 01/10/25 MBIA - RED. YIELD
EL PASO LLC 1995 7 3/4% 15/10/35 S - RED. YIELD
INTL BUS MCHS CORP 1995 7% 30/10/25 S - RED. YIELD
INTL BUS MCHS CORP 1995 7% 30/10/45 S - RED. YIELD
FORD MOTOR COMPANY 1995 7 1/8% 15/11/25 S - RED. YIELD
BELLSOUTH TELECOM. 1995 5.85% 15/11/45 P11/00 - RED. YIELD
BELLSOUTH TELECOM. 1995 7% 01/12/95 S - RED. YIELD
EL PASO TEN PIPE 1995 7 1/4% 15/12/25 S - RED. YIELD
MERCK & CO.INCO. 1996 6.3% 01/01/26 S - RED. YIELD
THE P&G.CO. 1996 6.45% 15/01/26 S - RED. YIELD
ELI LILLY AND CO. 1996 6.77% 01/01/36 S - RED. YIELD
HISTORIC TW INCO. 1996 6.85% 15/01/26 P01/03 - RED. YIELD
COMCAST CAB COMMS 1996 7 7/8% 15/02/26 S - RED. YIELD
BURLINGTON RES.LLC 1996 6 7/8% 15/02/26 S - RED. YIELD
LOCKHEED MARTIN 1996 7 3/4% 01/05/26 S - RED. YIELD
LOCKHEED MARTIN 1996 7.2% 01/05/36 P05/08 - RED. YIELD
VALERO ENERGY CORP. 1996 7.65% 01/07/26 P07/06 - RED. YIELD
FORD MOTOR COMPANY 1996 7 1/2% 01/08/26 S - RED. YIELD
INDIANA BELL TEL. 1996 7.3% 15/08/26 S - RED. YIELD
ANADARKO PTL CORP 1996 7.73% 15/09/96 P09/26 - RED. YIELD
PEPSI-COLA MET.BT. 1996 7.29% 15/09/26 P09/04 - RED. YIELD
COCA-COLA RFRS USA 1996 7% 01/10/26 P10/06 - RED. YIELD
UNION CARBIDE CORP. 1996 7 3/4% 01/10/96 S - RED. YIELD
COCA-COLA RFRS USA 1996 6.7% 15/10/36 P10/03 - RED. YIELD
ANADARKO PTL CORP 1996 7 1/2% 15/10/26 S - RED. YIELD
FORD MOTOR COMPANY 1996 7.4% 01/11/46 S - RED. YIELD
ANADARKO PTL CORP 1996 7 1/2% 01/11/96 S - RED. YIELD
ANADARKO PTL CORP 1996 7 1/4% 15/11/96 S - RED. YIELD
EL PASO NTRL.GAS 1996 7 1/2% 15/11/26 S - RED. YIELD
BELLSOUTH LLC 1996 6.04% 15/11/26 P11/06 - RED. YIELD
BRISTOL-MR.SQUIBB 1996 6.8% 15/11/26 S - RED. YIELD
COCA-COLA RFRS USA 1996 6.95% 15/11/26 S - RED. YIELD
WISCONSIN BELL 1996 6.35% 01/12/26 P12/06 - RED. YIELD
INTL BUS MCHS CORP 1996 7 1/8% 01/12/96 S - RED. YIELD
TENNECO INCO 1996 7.45% 15/12/25 B - RED. YIELD
ALTRIA GROUP INCO 1997 7 3/4% 15/01/27 S - RED. YIELD
COMCAST MO GROUP 1997 7.9% 01/02/27 S - RED. YIELD
COMCAST MO GROUP 1997 7.95% 01/02/97 S - RED. YIELD
EL PASO LLC 1997 7.42% 15/02/37 S - RED. YIELD
CATERPILLAR INCO 1997 7 3/8% 01/03/97 S - RED. YIELD
TENNESSEE GAS PIPE 1997 7% 15/03/27 P03/07 - RED. YIELD
TENNESSEE GAS PIPE 1997 7 5/8% 01/04/37 S - RED. YIELD
COCA-COLA RFRS USA 1997 5.71% 18/03/37 P03/21 - RED. YIELD
AMGEN INCORPORATED 1997 8 1/8% 01/04/97 S - RED. YIELD
FORD MOTOR COMPANY 1997 7.7% 15/05/97 S - RED. YIELD
MERCK SHARP & DOHME 1997 5.76% 03/05/37 B - RED. YIELD
LOWE S COS.INCO. 1997 7.11% 15/05/37 P05/17 - RED. YIELD
THE P&G.CO. 1997 8 3/4% 01/06/22 S - RED. YIELD
COLORADO INTERSTATE 1997 6.85% 15/06/37 P06/07 - RED. YIELD
FEDEX CORPORATION 1997 7.6% 01/07/97 S - RED. YIELD
ATLANTA GAS LT.CO. 1997 7.3% 15/07/27 C - RED. YIELD
BELLSOUTH LLC 1997 7.12% 15/07/97 S - RED. YIELD
INTL BUS MCHS CORP 1997 6.22% 01/08/27 P08/04 - RED. YIELD
BRISTOL-MR.SQUIBB 1997 6 7/8% 01/08/97 S - RED. YIELD
RAYTHEON CO. 1997 7.2% 15/08/27 S - RED. YIELD
CONOCOPHILLIPS CO. 1997 7.8% 01/01/27 B - RED. YIELD
CONOCOPHILLIPS CO. 1997 7.9% 01/01/47 B - RED. YIELD
LOWE S COS.INCO. 1997 7.2% 01/09/27 B - RED. YIELD
HISTORIC TW INCO. 1997 7.57% 01/02/24 S - RED. YIELD
AMERITECH CAP.FDG. 1997 6 7/8% 15/10/27 S - RED. YIELD
VALERO ENERGY CORP. 1997 6 3/4% 15/10/37 P10/09 - RED. YIELD
VALERO ENERGY CORP. 1997 7.45% 15/10/97 S - RED. YIELD
COMCAST CAB COMMS 1997 8 1/2% 01/05/27 P05/09 - RED. YIELD
KINDER MORGAN INCO. 1997 6.67% 01/11/27 P11/04 - RED. YIELD
GOODRICH CORP. 1997 7.1% 15/11/27 A - RED. YIELD
ANADARKO PTL CORP 1997 7% 15/11/27 S - RED. YIELD
SUSA PARTNERSHIP LP 1997 7 1/2% 01/12/27 S - RED. YIELD
PHARMACIA LLC 1997 6 3/4% 15/12/27 S - RED. YIELD
MCDONALD S CORP. 1998 6 3/8% 08/01/28 S - RED. YIELD
ANADARKO PTL CORP 1998 6 5/8% 15/01/28 S - RED. YIELD
